index,content_id,severity,severity_code,categories,desc_core_ko,graph_preserved_ko,gap_ko,desc_summary,graph_summary,desc_source,graph_source,desc_sha256,graph_sha256
59,microlens_100k_00059,핵심 손실,H,"N,I,T",교사가 학생에게 지각 책임과 공연 과제를 요구,흰옷 집단의 접촉·대화·차량,교사/학생 관계와 권위·벌·공연 과제라는 코미디 갈등 소실,"A female teacher with long brown hair, glasses, and a white collared shirt confronts a group of male students in a dorm-like room with wooden walls. Initially standing outside a door, she catches the students by surprise, causing panic and shock among a black-haired young man, a blonde young man, and another wearing a blue headscarf. A chaotic and comedic scramble ensues over dressing and finding clothes before the teacher takes a seat to exert her authority. 

Standing firmly, she points sternly at the students and threatens to contact their parents over issues like tardiness. She then leverages this authority to assign a performance task for an upcoming program. A dark-haired young man with a green pendant necklace attempts to argue, raising a finger in confrontation, but the teacher insists he perform martial arts or dance. Conceding defeat, the young man throws up his hands in resignation before addressing his peers.

Later, the narrative transitions outside near a modern building and urban park setting. The dark-haired young man interacts with a blonde woman wearing a dress alongside a white-and-black sports car. She questions him about attending school and makes a pointed remark doubting his chances of getting ahead, establishing a continued sense of personal tension and challenge.","The video features a series of interactions among different groups of people. Initially, several individuals, mostly wearing white shirts alongside someone in a blue shirt, stand closely together in a circle. In a subsequent moment, a line of people touch each other in sequence, beginning with a person covering their face and extending down to a seated woman with long hair wearing blue high heels. 

Conversations then take place around tables and indoor spaces. In one setting near a table with a book, a person with blonde hair in a white shirt talks with and points at another person wearing a white shirt, while someone in a blue shirt participates in the discussion. Another scene depicts seated individuals in white shirts being watched by onlookers, including a person wearing glasses and another wearing a necklace. Nearby, a group in white and blue shirts stands together while one member points toward another. 

Later, people wearing white shirts interact with individuals dressed in matching pink dresses with blonde hair, with one person in white raising a hand while speaking to them. Finally, the setting moves outdoors onto a road, where a person in a white shirt and others with pink hair wearing red dresses stand beside and hold onto a white car.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00059.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00059.json,2067bca29a1abf8bf0d5949acabc3e6286e4b60cc05eaf8f7d3cdef77346840a,4041e43ddfee1131f49554257e409533161a0b4ecfa1a953c2b9761fdca0c746
60,microlens_100k_00060,핵심 손실,H,"N,C,R",두 캐릭터의 위로·거절·상처 후 해변에서 친밀감 회복,금발·백발 집단의 접촉과 마지막 속삭임,"거절→화해의 감정 변화, 도서관→해변 전환 소실; 인물 증식","The video centers on the emotional interactions between two anime-styled characters: a blonde-haired individual and a companion with long white hair, purple eyes, and a black headband marked with ""888."" 

Initially set in a library filled with bookshelves, the blonde character holds a pink book and reflects on a desired life. The white-haired companion approaches with concern, attempting to comfort the blonde character as they discuss work, ultimately leaving the white-haired character looking downcast and saddened by the conversation.

The setting then shifts to a sunny beach with clear blue skies and turquoise water. While the blonde character initially displays excitement at seeing the ocean, the interaction quickly sours into emotional distance. The blonde character dismissively sends the other away, leading the white-haired companion to react with sadness, disappointment, and hurt over the cold rejection. 

Later, against the same tropical beach backdrop, the dynamic softens into a tender and romantic exchange. With the blonde character now wearing a pink flower crown, the two stand closely together amid glowing sparkles and heart effects. An affectionate gesture on the cheek prompts a shy, gentle reaction and playful teasing from the white-haired character, concluding the narrative on a warm, intimate note.","A group of individuals with distinctive blonde or white hair interact while gathered together. Initially, individuals wearing black headbands stand alongside others dressed in black shirts, with a blonde-haired person holding onto a companion with white hair, as well as being held by another wearing a black headband. The group then aligns closely in a row, sporting headbands as several members—including one with blonde hair and two with white hair—raise their hands, while a person with white hair and purple eyes stands beside them. Later, the white-haired individual with purple eyes, wearing a headband, stands face-to-face with a blue-eyed companion who has blonde hair and wears a flower crown. The two look directly at each other as the white-haired individual whispers to them.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00060.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00060.json,5f15ed9a4ce37a6e089a042b9f047b5ec954d403c0c86ab8abcdc79c003b0189,f7fef6a88557e817ad77d4acf18ffd28c8d3c6f2236ea895edeeaa34c05ebf04
61,microlens_100k_00061,핵심 손실,H,"T,I,N,P","곰·판다 병사의 코믹 전쟁, 저격총 탈취·엄폐·재정비",제복 입은 사람들이 총을 들고 줄지어 모임,"애니메이션 동물 병사, 교전·전술·피해와 유머 소실","A cartoon animation depicts a comedic, fictional military conflict featuring anthropomorphic bear and panda soldiers in an open landscape with distant mountains. A central figure, a panda sporting a green mohawk and green uniform, leads a troop of soldiers armed with rifles. 

Chaotic battles erupt across the field, marked by fiery explosions and heavy gunfire. During the fighting, the mohawked leader scavenges a sniper rifle from fallen enemy combatants and sets the bodies ablaze before retreating to hide behind a nearby hillside. Facing an unseen sniper, enemy troops in berets and helmets react with confusion, panic, and distress as their ranks suffer hits and ground strikes. 

Between engagements, the central panda addresses his lined-up troops. The soldiers, holding their weapons and occasionally a newspaper, listen attentively as they discuss their battle history, regroup after the chaotic fire fight, and prepare their next coordinated moves to descend the mountain together.","The video focuses on groups of uniformed and armed individuals assembled together in various formations. Initially, a line of people wearing green hats stand together while holding guns, with one member running among them. In subsequent sequences, people dressed in military attire—including green jackets, black jackets, and matching uniforms—gather side by side, primarily armed with rifles. In one gathering, a group dressed in green jackets advances collectively toward one of the members in their formation. 

Throughout the scenes, individuals alternate between wearing green hats, helmets, and brown headwear or brown uniforms, maintaining coordinated positions beside one another. At one point, several individuals holding rifles interact directly, engaging in handoffs between members wearing green hats and those in brown uniforms. Across the various scenes, the personnel stand side by side in organized lines, holding their rifles and maintaining their formations.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00061.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00061.json,1dac2262d93d212b192fe706f4c8a437263b3f28a8b8c3a3601f7d4ad3b154cd,7cb1e4a396f44a0f4aaad399d51965f71c3d30bf413a85c10b41fd3ebe114d8a
62,microlens_100k_00062,핵심 손실,H,"T,N,C",추모식에서 폭력 충돌 후 큰 구조물 화재,머리띠 집단의 대화·충돌·마지막 대열,추모 의례와 마지막 대형 화재·파괴 결과 소실,"Under an overcast sky in a rural setting, a large gathering centers around a solemn ceremonial event and quickly descends into violent turmoil. Initially, the crowd participates in a memorial service, where a framed portrait rests on an altar flanked by bottles of liquor. A procession of men wearing headbands and traditional attire carries an ornate banner through the attendees, alongside groups of men dressed in matching white and black shirts waiting in tense anticipation. During the event, prominent individuals—including a man in a floral-patterned shirt and glasses, and another man in a headband—engage in confrontational exchanges, drawing concerned and watchful reactions from onlookers under umbrellas.

The underlying tension soon erupts into a public confrontation. A man in a black jacket, later seen with a bandaged head, addresses a woman with short dark hair before facing the restless crowd, sparking shock and agitation. The gathering rapidly deteriorates into physical altercations, with men pushing, shoving, and knocking over furniture amid dusty chaos. In the ensuing struggle, a man carrying a worn sack attempts to escape through the crowd but is forcefully seized, dragged, and restrained on the ground by several individuals. 

The chaos reaches a dramatic peak when a massive fire breaks out. Thick smoke and bright orange flames engulf a large temporary structure in the background, consuming parts of the setting and debris. The dense crowd, holding black umbrellas against the haze, watches with somber, focused expressions as the structure burns, leaving the event in complete disarray and destruction.","A group of people wearing white shirts and headbands gathers together, standing alongside an individual in a floral shirt and glasses who speaks to them. The participants, some wearing sunglasses, stand in line as conversations occur and individuals raise their hands and smile. Among them are people dressed in black shirts and black jackets, including one standing with crossed arms. 

Tensions escalate as individuals in black jackets closely observe those in white shirts. A sudden altercation breaks out where someone in a black jacket charges toward the group, causing people in white shirts to push each other and fall to the ground. In the commotion, an individual in a light-colored shirt runs past, pushing someone with a bandaged head while another person with wet black hair holds on and falls to the ground. Afterward, a large lineup of individuals alternating between black and white shirts stands quietly side by side.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00062.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00062.json,48a9419c4597d7ea2a6defab96a633fd852a8d42e5750c36a956fc02db8ad307,4800228f3353856708be3fb8b9de847f4b5049c3da2609a4584c9b2f9fba4ec6
63,microlens_100k_00063,핵심 손실,H,"T,N,P",항공기 엔진 고장과 정비 인력 확보·도구 문제,제복 입은 인물들의 문서·대화·버스,"항공기 수리라는 목적, 고장 원인·해결 노력 소실","On a flat tarmac under a hazy sky, military personnel in blue uniforms and fur hats work intently on a small white jet mounted on a stand. While men attend to the wing and cockpit, a commanding figure in a green uniform and red-starred hat sternly questions another worker about using the wrong tools to address a problem with the aircraft, warning of severe consequences.

Later, the man in the green uniform and red-starred fur hat stands inside a room adorned with propaganda posters. Holding and reading a document, he deliberates deeply before asserting his firm decisions, maintaining a solemn and resolute posture. 

Meanwhile, in a utilitarian office stacked with files and books, a middle-aged man in a pinstriped shirt sits at a desk in intense focus, determined to secure a mechanic to repair an aircraft engine despite significant costs. The scene shifts to a group gathered around a vehicle at a bus station, where an associate in a green uniform and cap speaks quietly with the others. The gathering confirms that the engine is indeed broken, highlighting an urgent and critical effort to resolve the mechanical failure.","A group of people stands gathered closely together, including individuals in blue jackets, green jackets, and a person in a white shirt who looks downward. 

Nearby or subsequent interactions center on a group in green uniforms. One of them wears a hat with a star while speaking with another uniform-wearing individual holding a document. Others in matching attire stand beside them, listening and conversing. 

Elsewhere, a person in a dark striped shirt sits at a desk. Outside, others interact around a bus, with someone in a blue shirt seated inside while individuals in a green uniform and a grey shirt stand alongside the vehicle.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00063.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00063.json,b8a14a9c256feae7ab5510fe9ec0465e541ecf0724a9564de51ec0e31ff755cf,6faf8301a84a0e82547c8793b0bfe0e88e9f3575a460f0207cbb1220b7b5f39e
64,microlens_100k_00064,부분 손실,M,"T,I,P",가족이 어른들에게 줄 선물 장보기·분류·명절 준비,상자 열기·쇼핑·계산·휴대폰,"가족 관계와 선물 대상·행사 준비 목적, 구매 품목 구체성 소실","Family members prepare for a special occasion or gathering by shopping, sorting gifts, and organizing household items. The video begins with a woman in a light green top with a white ruffled collar shopping in a supermarket, accompanied at times by an older woman in a patterned blouse. Together, they browse through household essentials and groceries, including protein powder, slippers, and paper products, before checking out. 

Back at home, the family sorts through their numerous purchases and presents. In the kitchen and living room, the woman in the patterned blouse, identified as the mother or mother-in-law, steadily unpacks food and organizes a variety of gift boxes and colorful shopping bags, including a red gift bag and cartons of eggs. A man in a grey t-shirt joins in the sorting process, discussing and examining red gift boxes around the table and kitchen counters. 

Later, the two women sit together in an ornately furnished living room and converse about the gifts being prepared for older family members. The younger woman, seated on a large dark red leather sofa, looks over items including dishwashing liquid, examines a brown paper bag, and focuses on her phone with a smile. The sequence captures their routine interactions and lighthearted family discussions surrounding the festive preparations.","The video captures various interactions involving a group of people across different settings. Initially, an individual in a grey t-shirt holds and opens a box while a companion in a green shirt points at it, standing alongside someone in a black and white patterned shirt. 

The scene then shifts to shopping, where a person wearing a black and blue patterned shirt and necklace speaks with someone in a green top with a white collar who is holding a shopping cart and selecting product boxes, while another shopper in a light green top browses nearby. At the checkout counter, a person pushing a cart in a green shirt accompanies someone in a black and white patterned dress, who hands food over to an employee wearing a green vest. 

Later, the individual in the black and blue patterned shirt holds a water bottle and sits beside the person wearing the green shirt with a white collar. Finally, a smiling person in a green shirt holds someone looking at a pink phone, who is also being held by an individual in a blue shirt standing beside them.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00064.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00064.json,4406d147c652879b40ba59adf119e22d8a0173af949f8f0d82ed31780f5850ea,ffe46fc437641ee246397ef2b15e8e92045e2018d280d2f852aa2798dd552147
65,microlens_100k_00065,부분 손실,M,"P,N",MOBA 스킬·체력·점수·거점 주변 전투,게임 참여와 빨강/파랑 전투 보존,장르 세분화와 스킬 기능·상태·전략적 거점 소실,"The video captures gameplay from a competitive multiplayer online battle arena (MOBA) game, such as *Honor of Kings* or *League of Legends*, set in a lush, green landscape with stone paths and rocky terrain. Across the matches, characters engage in intense combat, deploying unique abilities, tactical skills, and visual spell effects while managing health bars, damage indicators, and strategic objectives.

In one sequence, combat centers around a large, armored warrior emitting glowing blue energy who clashes with a smaller, agile opponent attempting to counterattack amid surrounding minions. Another segment highlights a dark-armored warrior wielding a large sword, actively fighting an enemy champion while maintaining full health as their team leads the match score. Combat also takes place around a large, ornate golden defensive structure or key objective, where multiple characters, including one in blue and white, trade attacks. Throughout the gameplay, the interface reveals players coordinating strategic moves—such as base recalls, healing, sprint boosts, and enhancements—alongside match timers, scores, and status bars, before the video eventually transitions to a black screen.","The video centers on a group of people engaged in gameplay and simulated combat while a black-haired observer watches nearby. Initially, three players—two with red hair and one with blue hair—stand alongside one another and the observer as they play. The activity escalates into combat between participants in red and blue outfits, with the combatants attacking each other in sequence while the black-haired onlooker continues to watch from the side. Following the engagement, a group of black-haired individuals stands together, continuing to play the game beside the watching individual.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00065.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00065.json,1f149312bf6d9d8a09261f7bad2e542256482d19d1006adbb161668ee00837eb,3fe852f4a32111db690cb4bf9aa40998860812e0b70a94fbf049bf752e40dc7e
66,microlens_100k_00066,핵심 손실,H,"T,I,P",SSR 바다 마녀 해금과 제어·감속·방어 감소·보호막·팀 강화 분석,인물 전투·일반적 버프/공격 메커니즘·인어,SSR 캐릭터 평가 목적·이름과 세부 능력 기능 소실; 버프 개념은 일부 보존,"This mobile fantasy role-playing game video showcases the unlock and tactical analysis of the SSR-ranked character Sea Witch, a control-type soul master with a mermaid-like design. The presentation begins with the player unlocking the high-tier character, reviewing her baseline stats, and inspecting her equipped gear before exploring her skill set in depth. 

The video systematically examines her various soul techniques, highlighting their utility in both offensive enhancement and tactical defense. Detailed skill descriptions break down abilities that debuff opponents by lowering attack speed, reducing defense, and weakening targets under specific blessing or curse conditions. Simultaneously, other showcased mechanics demonstrate her capacity to mitigate incoming damage, deploy protective shield effects, and apply substantial, stacking damage boosts across the party. Demonstrations highlight high-tier abilities and soul ring passives, including damage multipliers, critical hit interactions, and control effects that can disrupt enemy skill activations. 

In-game combat demonstrations feature Sea Witch supporting a team lineup against enemy squads, testing her performance during battles and long-format encounters. Combat segments illustrate her shields, debuff applications, and significant party damage enhancements in real time, accompanied by tactical commentary and end-of-battle outcome screens evaluating her effectiveness. A brief, joyful dog cutaway appears during the early unlock segment, and the video concludes with an animated holiday-themed avatar posing against a colorful festive background.","The video highlights dynamic character encounters, combat abilities, and playful interactions. Initially, a group of figures is gathered together, including two weapon-wielding individuals with blue hair, a smiling person with red hair, and a figure with black-and-white fur lying down nearby. The focus shifts to an active battle sequence featuring several figures with white hair, one in a blue outfit, and multiple armored combatants clad in black, with one armored fighter launching an attack against an opponent with white hair.

Skill mechanisms are detailed, demonstrating passive combat enhancements, team buffs, and offensive enemy modifiers that alter character speed and attack probabilities. Subsequent combat action displays multiple figures dressed in blue outfits wielding weapons, dancing, and engaging one another in mutual attacks. 

The presentation continues with a group of characters standing alongside a mermaid sporting a blue tail. Finally, the scene transitions to a wintry setting where a person wearing a red jacket and goggles stands alongside another dressed in a white fur coat who points ahead. Both individuals are seen holding snowmen, bringing the sequence to a close.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00066.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00066.json,51fe64c12ff766a8c6e7b6198c033f84a7d9c621b91d44a031fdd910c14d7248,e4f1b6e76fada4ae99561f46b96277bbd26ada0b262f8eb06646c19653419796
67,microlens_100k_00067,경미,L,"I,C",바다·노을·후지산·감성 자막의 풍경 모음,노을·해안·눈 덮인 산·배 보존,후지산 명칭과 로맨틱한 자막 정서 누락; 핵심 풍경 보존,"The video captures a collection of serene, contemplative coastal landscapes under varying atmospheric conditions, accompanied by introspective text overlays that evoke themes of romance and emotional connection. 

Initial scenes showcase a dramatic, vibrant sunset casting deep orange and yellow hues across the sky and textured water of a bay or harbor. Silhouetted ships drift in the distance, set alongside distant hills, a prominent electricity pylon, and a bicycle resting in the foreground. Other views feature a vast, choppy sea framed by a large, gnarled tree beneath a moody sky filled with dark clouds and a golden glow along the horizon.

The visual focus then transitions to brighter, calmer coastal settings characterized by deep blue waters and gentle waves. A snow-capped peak, identifiable as Mount Fuji, rises prominently in the distant background beyond a settled coastline and hazy mountain ranges. A small white motorboat carrying passengers navigates slowly across the open water near a rocky island, emphasizing a quiet, peaceful atmosphere set against the expansive natural environment.","Along a coastal landscape, a glowing orange sun sits near the horizon over the water, where several ships appear as dark silhouettes moving across the calm, undulating sea. Near the shore stands a tall metal power transmission tower. 

From another vantage along the water, a tree with dark branches leans near the shoreline overlooking the blue waves. In the distance across the water, a city sits along the coast set against a backdrop of snow-capped mountains beneath a sky filled with dark clouds and an orange horizon. Further out on the open water, people row across the surface in separate boats—one white and one dark—framed by the distant snow-capped and blue mountain peaks.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00067.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00067.json,dddfcf28842ac005055e25ee714e3b106357c495da3b86ffc8d91cf2467541d1,b5726517cf824fbb4d6f1627d474da8bd30d5a8f9c2434f8bb32331263233fc7
68,microlens_100k_00068,핵심 손실,H,"T,N,I",커플의 러시아 대사관 비자 신청과 성공 후 안도,사람들의 서류 처리·차량·전화·의료 공간,비자라는 목적·대사관·성공 결과와 커플의 감정 흐름 소실,"The video documents a couple’s journey to navigate a visa application process. It begins in an apartment where a man in a white t-shirt and a blonde woman in a white collared shirt converse with the camera, discussing their concerns and potential difficulties regarding the visa. After the woman leaves her hotel and encounters minor frustrations while reviewing documents on the street, the pair travels by car to the Russian embassy. 

Inside the official building, the woman focuses intently on examining and processing her paperwork and passport at a service counter. Once the administrative appointment concludes, the man stands outside the gated building displaying a red passport and announcing to the camera that they have finally finished. 

Returning to the car, the couple reflects on the ordeal. While the woman previously felt anxious, she now smiles, flashes a peace sign, and looks at her phone in relief as they celebrate successfully securing the visa. The video later transitions to unexpected subsequent events, showing the woman reacting in surprise on a phone call, followed by a visit to a medical setting where the man sits in a clinical chair while a uniformed healthcare worker writes on a clipboard. The man and woman conclude by speaking together outdoors, hinting at further updates to be revealed later.","A group of people, mostly wearing white shirts, engage in various casual activities and administrative tasks across several settings. Initially, individuals stand together conversing, with one person in a grey shirt writing while others stand nearby. Later interactions include people talking, smiling, and laughing while checking or holding a mobile phone. 

In indoor service and travel settings, a person in a pink shirt stands at a counter beside another person wearing a grey shirt and backpack, while someone in a white shirt and sunglasses sits in a car. Administrative interactions also take place as individuals review and hold documents, with one person in a red jacket standing alongside them. 

The group is also seen sitting together, some wearing sunglasses, talking, smiling, and looking at both mobile phones and the camera. In another indoor space, individuals in white t-shirts stand and sit near someone wearing blue scrubs seated in a chair.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00068.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00068.json,de05a001ef9fa6f6a981b07f0a4636fe471e0515084c530cd504aa517d31be7f,b22306172192dccfc042450d2f6c13d8381c6ab1750d213d99f6f0f1cd654019
69,microlens_100k_00069,핵심 손실,H,"T,N,C,P",아동과 괴물의 감금·수술·주사·변형을 다룬 공포 애니메이션,다채로운 인물의 포옹·감정·의료 상황,실험·수술·변형과 위협의 맥락이 약화되어 공포 정체성 손상,"The animated video presents a dark and suspenseful narrative centered on distress, medical trauma, and sinister transformations. A recurring young boy—variously depicted with spiky hair, suspenders, and an expression of deep sorrow or terror—is shown in somber, dimly lit spaces, often crying, holding a blood-stained plush toy, or embracing a blood-spattered girl. Surrounding him and other distressed children are diverse entities, including a large, pink jellyfish-like creature with long tentacles, a red mechanical or monstrous figure, and a blue, furry creature known for its wide, toothy grin. 

While some interactions show the pink tentacled creature embracing smaller figures and offering apparent comfort, the overarching tone shifts toward clinical horror. Scenes feature children in hospital gowns outside an orphanage, followed by overt medical procedures: patients lying in hospital beds, gloved hands making surgical incisions with a scalpel on the blue monster, and syringes injecting green and red substances into cracked surfaces and limbs. 

Throughout the sequence, characters undergo unsettling emotional and physical shifts. Small, colorful creatures appear trapped, crying, or violently destroyed, with red substances marking several faces. Figures alternate between innocent vulnerability and menace, including a character split between a cheerful and a sinister expression, and a yellow-headed figure that devolves into despair and black-masked consumption before shifting into a celebratory state. In the end, the blue monster holds a sleeping child with a predatory, glowing-eyed grin, reinforcing the pervasive atmosphere of fear, captivity, and dark experimentation.","The video centers on several expressive characters and colorful creatures undergoing shifting emotional states, embraces, and medical situations. Initially, a person with brown hair in green suspenders and a red-haired person wearing a blue bow join together to hold a pink-skinned figure wearing a green party hat, who in turn holds and is held by a purple-skinned party-goer. 

The mood shifts to sorrow as a red-haired individual and a purple-skinned character weep while holding a sleeping orange-bodied entity, alongside a smiling yellow-bodied figure. Distressed interactions continue when a crying individual with orange hair hugs a brown-haired person who holds a shirt. Nearby, a yellow creature lies on the ground, accompanied by a pink hand grasping a syringe. 

In a lighter moment, a smiling red-haired character is connected in a continuous chain of touches flanked by multiple wide-eyed, blue-furred creatures. Soon after, tension returns as a screaming person with blue hair is held by a masked character with pink hair. Nearby, another figure lies on a bed holding a syringe alongside a smiling yellow and green creature. Finally, a pair of red-skinned characters holding creatures stand beside two blue-haired figures, one dressed in suspenders and the other in a white shirt, who stand together as hands are raised.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00069.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00069.json,e64acfde61b07d3e253b1dc3cd6939a2a5e752239c9f147574849a31b0ef4b59,8d90b4c1072a7443d8048690bbccd3d16021e7739c79e58957af853a1c92091c
70,microlens_100k_00070,부분 손실,M,"T,P,N",MOBA 스킬 공격과 적 처치·+200 골드 보상,게임 속 네 명의 공격,게임 세부 장르·능력과 처치·보상 소실; 게임임은 유지,"The video showcases gameplay from the mobile title *Honor of Kings*, capturing a fast-paced battle set across a lush green battlefield dotted with stone structures and trees. A player actively controls their character, which is enveloped in a large yellow aura and vibrant energy rings while unleashing a powerful attack or special ability. 

During the combat, the player's character successfully eliminates an enemy unit, which triggers an on-screen destroyed notification along with a +200 gold reward displayed above the defeated target. The player maintains a full health bar, with their team reduced to two remaining members while the opposing team stands at thirteen. In the bottom-left corner of the screen, an avatar of the player holding a smartphone is visible alongside a subtitle reflecting on their performance and awareness of their own limits amid the intense, effect-heavy skirmish.","Four people are engaged in a game, launching attacks against one another. A person wearing a red jacket targets a red-haired player, who is simultaneously engaged in combat with another red-haired participant as they attack each other. At the same time, a person in a blue shirt also directs an attack at the second red-haired player.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00070.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00070.json,04db12617fcb33ced11d00b317a7e51c8306dfe07d582af51b6d1f6d23cc15d6,459dd07c287494c2248d67ab1a4cebb2c781ef731c16d4fe197cc989925339a9
71,microlens_100k_00071,핵심 손실,H,"T,I,N,C",태평양전쟁 조종사 구조·포로 학대·기아·전후 전범 처벌,군인·비행기·포로·무장 대열,역사적 배경과 생존·전쟁범죄·전후 처벌이라는 해설 주제 소실,"Set against the backdrop of the Pacific War, the narrative chronicles the harrowing fate of American aircrews and the brutal conditions of jungle warfare. On September 2, 1944, a distressed vintage American aircraft catches fire during combat, forcing crew members to bail out over the ocean and surrounding tropical islands. While most of the crew perishes, a lone surviving pilot parachutes into the sea and is subsequently rescued by a submarine crew, who are noted to have saved a future U.S. president. 

Meanwhile, captured Allied airmen face severe mistreatment and captivity in remote jungle outposts. Confined in wooden cages within dense foliage, prisoners endure harsh conditions, interrogation, and deadly executions by Japanese captors. The narrative simultaneously portrays the grim realities faced by Japanese soldiers struggling with malaria, dehydration, and starvation in the unforgiving jungle terrain. These forces subsist by raiding local villages, slaughtering livestock, and cooking whatever meat and provisions they can gather over campfires. 

The story transitions to the postwar reckoning, referencing historical investigations and testimonies that brought wartime atrocities—including executions and related war crimes committed by units such as the Japanese 41st Division—to light. Decades later, documented fragments of these events are presented to the former president, underscoring the enduring legacy of the Pacific theater's brutality, which ultimately resulted in postwar death sentences for nine Japanese soldiers held responsible for their actions.","A squad of individuals in military uniforms, armed with rifles, stand gathered together. Elsewhere, multiple people look out from the cockpit of a gray aircraft marked with a star insignia as it flies through the sky. 

In another setting, armed figures in brown uniforms surround a captive in a white shirt bound with rope, with one individual holding a sword while others kneel or raise their hands. Armed personnel, including some wearing white helmets and green uniforms, also assemble around a person in a red jacket seated inside a cage.

Later, an officer in a captain's uniform holding a flashlight stands near a person in a green jacket, while an individual in a black suit sits at a desk, accompanied by armed military personnel who raise their hands and hold rifles. Across subsequent moments, groups of armed guards—some sporting white helmets alongside individuals in civilian shirts and jackets—stand in formation with rifles held at the ready, frequently raising their hands and maintaining vigilant watch.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00071.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00071.json,562a4e7ef6d6dfa35aa8beef19e810057b48619c1accf98ba8c4690fc34b5ebc,9a582f4580201313e289bb932408efc10c457fa21eaf65347211202e02597cf8
72,microlens_100k_00072,핵심 손실,H,"T,P,N","미래형 배틀로얄, 방어막·포털·소생·전술과 승리",갑옷 집단의 이동·점프·보라색 구체,게임 매체·능력 기능·팀 소생과 승리 결과 소실,"Across a series of high-stakes battle royale matches set in futuristic, industrial arenas, a player navigates combat zones filled with metallic platforms, shipping containers, ramps, and glowing blue and purple energy fields. The primary character—often clad in bulky white and grey armor, though sometimes appearing in different combat attire—frequently activates special abilities that generate defensive purple energy bubbles, deploy shields, or unleash energy blasts against opposing armored players. 

Throughout the skirmishes, the player maneuvers tactically around the complex map, climbing stairs and high platforms to secure vertical vantage points while coordinating with teammates dressed in orange, white, and purple outfits. Encounters involve aggressive firefights, strategic retreats, and close-quarters abilities such as high leaps and rotational blade strikes. In several moments, the combat dynamics shift as players navigate mysterious glowing portals, confront unexpected small entities emerging onto the battlefield, or withstand heavy enemy fire that results in falls and subsequent revivals by allies. Despite persistent pressure and defensive obstacles, the player successfully outmaneuvers and eliminates key opponents, ultimately culminating in a match victory.","Across various settings, four individuals in distinctive gear consistently group together, often positioned beside one another while performing dynamic actions. Initially, figures in white armor and purple outfits stand on an elevated platform alongside an individual in a blue shirt holding a weapon. The group is later seen around crates and across rooftops, where members appear in glowing green and purple effects alongside others in white or orange and white armor. 

Their activity shifts as members run and leap through the environment. Figures dressed in blue outfits jump and run alongside companions in white armor and white outfits. In similar encounters, individuals clad in purple and white armor and blue and white armor stand nearby as a teammate in white armor sprints past. In another instance, a person in a blue jacket crouches near a jumping companion in a white outfit, another individual standing nearby, and someone in white armor lying on the ground. 

Later, a group clad predominantly in white armor gathers once more on a platform, with one member standing encased within a purple bubble. Finally, the four individuals, including one in orange and black armor and three in white armor, stand and move in coordination with one another.",artifacts/runs/v4_260922/extraction/summaries/desc_qwen/microlens_100k_00072.json,artifacts/runs/v4_260922/extraction/summaries/graph_qwen/microlens_100k_00072.json,be11f16e1f257b0f22e276e4612b1ad1a55befc6ddd60a07bfb310fc1dbb1cf0,039ec235033766217f0359c49e47900f04ac1ece84a8a2e45e1628490050f5c4
